condition,replicate,beta_origin,R2_origin,slope,intercept,R2,E0,beta_origin_delta,R2_origin_delta
coherent_bin_bitflip_p0.01,33,7.88064826426932,0.7091917314194947,6.127422750592098,0.17333338891430194,0.9263515183833746,0.0390625,7.4855404777258014,0.7746599414771786
coherent_bin_bitflip_p0.01,34,7.9023625334338226,0.4101036073242479,5.513171358410399,0.23620840553612651,0.8871950951465927,0.0546875,7.3492116322728975,0.546596134340406
coherent_bin_bitflip_p0.01,35,7.939977621923019,0.6907141891526037,6.12954365922938,0.1789893266503143,0.9207069925061401,0.046875,7.465848278070799,0.7743989484046614
coherent_bin_bitflip_p0.01,36,6.289256582231262,0.401050368386455,4.394390875268998,0.18733670709387815,0.8576899184378779,0.046875,5.815127238379041,0.5455726933638638
coherent_bin_bitflip_p0.01,37,8.624057523823984,-0.023827866264385156,5.391688724722409,0.3195695213184527,0.8176069233353825,0.0390625,8.228949737280466,-0.034421544101208346
coherent_bin_bitflip_p0.01,38,7.940965678615161,0.7083435944117804,6.187728586750305,0.17333453359676557,0.919784234123394,0.0390625,7.545857892071644,0.771544547009478
coherent_bin_bitflip_p0.01,39,11.077609092974534,0.3758307246701884,7.720987816878883,0.33185379550358457,0.8191266115449547,0.0390625,10.682501306431016,0.38967401827043413
coherent_bin_bitflip_p0.01,40,14.400972244086024,0.4524956355433405,10.188788598713973,0.41643933440735487,0.8861827111858441,0.0703125,13.68977822830769,0.5227775043001484
coherent_bin_bitflip_p0.01,41,8.092643869890168,0.7397291669022052,6.404614445921566,0.16688774967109132,0.9234039240086779,0.046875,7.618514526037948,0.8126348813656485
coherent_bin_bitflip_p0.01,42,7.941930757244694,0.6930644491233136,6.132544945036855,0.17888570080504868,0.9231835393878929,0.015625,7.783887642627288,0.6979862854915577
coherent_bin_bitflip_p0.01,43,8.341886914998488,0.26899771764861036,5.613805060022462,0.26971297729224514,0.8307873830228734,0.0234375,8.104822243072377,0.2371443463188192
coherent_bin_bitflip_p0.01,44,8.031614135603482,0.7196615675574558,6.270356927467166,0.17412744581597167,0.9296930140867108,0.0546875,7.4784632344425575,0.8149979067292821
coherent_bin_bitflip_p0.01,45,8.1575568967576,0.7343503814728041,6.40722026818735,0.17304777805484906,0.9339216461592055,0.0546875,7.604405995596673,0.825869361985227
coherent_bin_bitflip_p0.01,46,8.305213927076217,0.3171219442464457,5.654594299608292,0.2620546410987063,0.8551934614965165,0.0390625,7.910106140532698,0.3709514823581833
coherent_bin_bitflip_p0.01,47,7.998801462199344,0.7052335095753112,6.195649627332386,0.1782693759737706,0.9310444825214619,0.046875,7.524672118347124,0.7887248892796783
